id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Target,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
37,El Jadida,interemédiaire,Blé tendre,Wheat,Bour,S1,27/11/2020,27/01/2021,Yes,Yes,27/11/2020,No,,After,3.65,99%,0.15,0.001,0.127,0.052,0.106,0.096,0.049,0.094,0.308,0.398,0.377,0.423,0.07,1.141,0.002,5.391,0.709,0.886,832.773,835.051,0.565,2.294,405.11,717.94,445.65,"4,531.57","1,429.28","3,290.94",329.11,329.19,550.13,18.7,331.6,0.94,1.68,"1,977.88",167.79,510.26,-0.24,1.55,0.44,0.49,0.43,0.4,0.49,0.25,0.44,0.44,4.69,4.31,0.68,0.45,0.62,13.09,0.55,0.68,0.68,0.65,0.83,0.28,1.73,1.27,1.04,1.15,1.27,2.07,0.35,0.58,1.04,21.97,25.67,24.62,9.71,13.14,-0.37,2.47,0.71,0.78,0.71,0.62,0.77,0.4,0.72,0.72,7.48,94.21,348.86,245.08,9.7,0.2,1.4,125.4,244.7
38,El Jadida,interemédiaire,Orge,Barley,Bour,S1,11/11/2020,27/01/2021,No,No,,No,,No N topDress ,3.3,99%,0.151,0.001,0.168,0.075,0.117,0.12,0.077,0.143,0.361,0.422,0.429,0.457,0.074,0.875,0.004,3.801,0.569,0.801,827.527,830.461,0.562,2.629,475.89,816.5,566.95,"4,186.14","1,700.20","3,290.39",329.06,329.3,715,18.7,331.73,0.87,1.61,"1,880.94",166.98,468.51,-0.26,1.19,0.39,0.42,0.38,0.3,0.41,0.14,0.22,0.31,3.46,4.22,0.64,0.39,0.6,12.29,0.53,0.7,0.67,0.53,0.74,0.21,1.27,1.38,1.15,1.15,1.04,1.61,0.35,0.58,1.04,22.08,26.14,24.81,9.87,11.81,-0.43,2.19,0.69,0.72,0.67,0.52,0.73,0.3,0.49,0.58,6.37,93.06,334.88,225.22,9.7,0.2,2.4,165.6,54.6
39,El Jadida,interemédiaire,Blé dur,Wheat,Bour,S1,22/11/2020,01/02/2021,Yes,Yes,22/11/2020,No,,After,5.49,97%,0.154,0.001,0.247,0.132,0.125,0.127,0.091,0.156,0.339,0.404,0.384,0.429,0.077,0.683,0.003,3.24,0.511,0.711,828.065,830.932,0.482,2.463,421.1,836.25,487.73,"4,817.50","2,007.87","3,318.90",331.91,331.65,839.5,22.1,334.65,0.94,1.92,"1,973.75",245.64,574.65,-0.31,1.31,0.37,0.39,0.38,0.41,0.44,0.14,0.36,0.38,3.91,4.02,0.66,0.36,0.64,12.05,0.55,0.68,0.66,0.55,0.72,0.17,1.38,1.55,1.15,1.15,1.09,1.61,0.23,0.58,1.15,22.77,25.08,24.64,10.8,13.52,-0.41,2.15,0.66,0.65,0.65,0.6,0.67,0.26,0.58,0.65,6.44,89.23,344.61,244.45,9.8,0.2,4.6,457.7,117.6
40,El Jadida,interemédiaire,Orge,Barley,Bour,S1,18/11/2020,27/01/2021,No,No,,No,,No N topDress ,4.13,101%,0.148,0.001,0.145,0.059,0.113,0.107,0.056,0.114,0.309,0.373,0.346,0.394,0.072,0.861,0.003,3.872,0.612,0.83,828.747,831.528,0.512,1.94,379.79,899.46,566.74,"3,951.40","1,552.49","3,268.30",326.81,327.04,663.37,18.7,329.02,0.86,1.98,"1,977.08",204.36,587.88,-0.34,1.13,0.4,0.29,0.4,0.46,0.48,0.14,0.23,0.28,3.36,4.16,0.66,0.41,0.55,12.37,0.56,0.73,0.54,0.67,0.81,0.24,1.84,1.61,0.81,1.38,1.67,2.19,0.35,0.58,0.81,23.69,25.51,24.51,9.43,12.71,-0.49,2.08,0.73,0.58,0.65,0.68,0.8,0.31,0.48,0.55,6.17,91.92,341.82,239.11,9.7,0.3,2.4,216.2,120.3
41,El Jadida,interemédiaire,Orge,Barley,Bour,S1,19/11/2020,27/01/2021,No,No,,No,,No N topDress ,3.5,95%,0.156,0.002,0.18,0.079,0.116,0.119,0.07,0.14,0.378,0.464,0.435,0.499,0.094,1.07,0.004,3.933,0.619,0.832,829.572,832.25,0.583,2.447,465.75,857.9,531.01,"4,781.94","1,796.30","3,325.80",332.53,332.34,713,18.7,335.75,0.92,1.82,"1,914.29",224.02,560.05,-0.36,1.59,0.53,0.57,0.53,0.37,0.55,0.19,0.39,0.46,4.89,4.31,0.67,0.44,0.67,13.27,0.55,0.68,0.71,0.49,0.76,0.21,1.38,1.5,1.27,1.32,1.04,1.73,0.35,0.81,1.27,25.88,26.76,23.56,9.57,12.25,-0.49,2.36,0.77,0.81,0.77,0.54,0.79,0.3,0.62,0.71,7.27,92.2,354.45,247.49,9.9,0.2,2.5,62.1,13.6
42,Khémisset,favorable,Orge,Barley,Bour,S1,16/11/2020,26/01/2021,Yes,Yes,15/01/2021,No,,After,4.06,101%,0.138,0.001,0.299,0.166,0.117,0.131,0.111,0.171,0.357,0.426,0.405,0.466,0.067,0.657,0.003,3.553,0.491,0.655,829.11,831.846,0.465,3.012,549.7,937.28,"1,043.73","3,495.06","2,917.57","3,244.54",324.43,324.27,"1,611.69",18.3,327.21,0.62,1.83,"2,287.47",257.72,677.7,-0.37,1.14,0.54,0.43,0.49,0.44,0.55,0.18,0.24,0.39,4.21,3.1,0.66,0.31,0.54,11.49,0.7,0.78,0.55,0.58,0.86,0.16,1.96,1.9,0.92,1.32,1.32,2.19,0.23,0.35,1.15,22.43,23.39,24.21,10.44,12.57,-0.58,1.89,0.82,0.73,0.78,0.67,0.85,0.27,0.48,0.68,7.01,126.97,426.16,300.39,9.3,0.2,2.9,646.3,57.3
43,Khémisset,favorable,Blé tendre,Wheat,Bour,S1,10/11/2020,25/01/2021,Yes,Yes,20/01/2021,No,,After,4.07,96%,0.124,0.001,0.141,0.081,0.093,0.08,0.057,0.082,0.182,0.212,0.196,0.223,0.044,0.343,0.001,4.559,0.508,0.632,829.152,831.883,0.29,2.005,749.8,915.4,880.9,"2,087.25","1,762.95","3,180.90",318.04,318.46,"1,469.70",24.18,319.23,0.47,2.03,"2,419.03",293.83,698.05,-0.39,1.13,0.48,0.41,0.44,0.43,0.52,0.13,0.29,0.33,3.89,3.82,0.66,0.47,0.61,13.18,0.66,0.78,0.59,0.66,0.87,0.22,2.53,1.84,0.98,1.61,1.73,2.88,0.35,0.69,1.04,26.91,23.92,22.71,8.18,9.63,-0.58,2.08,0.78,0.72,0.72,0.72,0.85,0.27,0.56,0.66,7.17,108.82,396.31,310.79,9.5,0.4,2.8,236.9,105.3
44,Khémisset,favorable,Blé tendre,Wheat,Bour,S1,10/11/2020,26/01/2021,Yes,Yes,22/01/2021,No,,After,4.32,101%,0.14,0.001,0.101,0.052,0.097,0.082,0.051,0.075,0.142,0.17,0.15,0.171,0.037,0.223,0.001,3.191,0.445,0.564,829.615,832.288,0.22,1.324,219.41,357.65,220.09,833.75,499.92,"3,194.70",319.43,319.22,288.09,18.3,321.69,0.67,1.58,"2,000.54",209.76,569.25,-0.3,0.74,0.31,0.26,0.29,0.34,0.42,0.13,0.17,0.23,2.69,2.74,0.55,0.23,0.45,9.9,0.58,0.63,0.47,0.53,0.68,0.1,1.5,1.15,0.69,1.04,1.21,1.61,0.12,0.35,0.69,17.71,23.29,22.97,11.26,12.87,-0.42,1.36,0.58,0.5,0.56,0.51,0.67,0.24,0.33,0.44,4.92,133.53,415.21,285.83,9.2,0.7,9.5,"1,044.20",142.1
45,Khémisset,favorable,Blé tendre,Wheat,Bour,S1,05/12/2020,25/01/2021,Yes,Yes,18/01/2021,No,,After,4.44,96%,0.164,0.001,0.334,0.255,0.137,0.138,0.165,0.176,0.207,0.233,0.216,0.258,0.048,0.08,0,3.237,0.16,0.153,839.317,840.777,0.091,2.153,,,,,,,319.98,319.84,,23.65,,,1.59,"2,111.40",255.87,577.07,-0.23,0.72,0.33,0.26,0.32,0.33,0.34,0.11,0.15,0.22,2.6,2.1,0.45,0.17,0.32,7.65,0.47,0.55,0.33,0.45,0.55,0.08,1.04,0.92,0.4,0.81,0.86,1.15,0.12,0.23,0.35,12.08,24.77,24.53,10.01,11.47,-0.37,1.22,0.54,0.44,0.51,0.52,0.57,0.2,0.31,0.38,4.43,126,418.17,296.36,9.3,0.3,2.1,488.8,28.4
46,Khémisset,favorable,Blé dur,Wheat,Bour,S1,24/11/2020,26/01/2021,Yes,Yes,21/01/2021,No,,After,4.04,96%,0.144,0.001,0.236,0.129,0.116,0.119,0.087,0.148,0.297,0.345,0.345,0.388,0.063,0.517,0.003,2.827,0.459,0.686,825.947,829.079,0.442,2.437,393.68,769.35,646.35,"3,102.70","2,048.90","3,222.24",322.27,322.7,"1,168.40",18.3,324.79,0.75,1.82,"2,289.30",252.66,676.2,-0.35,1.16,0.51,0.47,0.48,0.43,0.52,0.18,0.28,0.45,4.3,3.43,0.69,0.36,0.64,12.72,0.59,0.74,0.67,0.6,0.79,0.21,1.5,1.67,1.21,1.27,1.21,1.84,0.35,0.46,1.15,23.69,21.51,21.95,12.01,13.72,-0.47,1.92,0.77,0.79,0.75,0.64,0.77,0.3,0.54,0.73,7.11,126.97,426.16,300.39,9.5,0.2,2.4,"1,159.20",29.1
47,Khémisset,favorable,Orge,Barley,Bour,S1,02/11/2020,26/01/2021,Yes,Yes,23/01/2021,No,,After,2.69,98%,0.139,0.001,0.241,0.14,0.106,0.108,0.087,0.139,0.278,0.327,0.294,0.351,0.055,0.48,0.002,3.074,0.464,0.624,827.601,830.526,0.373,2.509,,,,,,,,,,23.65,,,1.82,"2,280.33",280.26,675.05,-0.31,1.01,0.46,0.43,0.45,0.41,0.47,0.16,0.19,0.36,3.75,3.1,0.66,0.31,0.52,11.49,0.54,0.71,0.58,0.56,0.71,0.17,1.61,1.67,0.92,1.27,1.27,1.84,0.23,0.35,0.92,21.74,23.58,24.81,10.55,11.95,-0.5,1.72,0.74,0.7,0.72,0.64,0.77,0.26,0.38,0.59,6.37,126.97,426.16,300.39,9.4,0.3,2.5,268,85.2
48,Khémisset,favorable,Blé tendre,Wheat,Bour,S1,27/11/2020,26/01/2021,Yes,Yes,16/01/2021,No,,After,4.32,100%,0.129,0.001,0.155,0.066,0.096,0.092,0.051,0.102,0.295,0.367,0.338,0.387,0.064,0.919,0.002,4.425,0.652,0.847,830.558,833.114,0.512,2.355,,,,,,,,,,23.65,,,1.84,"2,071.84",309.12,650.79,-0.38,1.12,0.49,0.44,0.48,0.42,0.5,0.12,0.22,0.38,3.98,3.62,0.76,0.31,0.63,12.82,0.68,0.81,0.74,0.66,0.83,0.15,2.07,1.84,1.32,1.61,1.5,2.3,0.23,0.35,1.15,25.41,23.62,23.31,9.3,11.21,-0.55,1.94,0.8,0.73,0.77,0.69,0.82,0.27,0.47,0.68,6.88,131.67,407.78,277,9,0.7,5.3,741.8,139.6
49,Khémisset,favorable,Blé tendre,Wheat,Bour,S1,28/11/2020,25/01/2021,Yes,Yes,17/01/2021,No,,After,3.36,94%,0.134,0.001,0.178,0.079,0.104,0.112,0.066,0.128,0.293,0.349,0.319,0.372,0.062,0.645,0.003,3.05,0.532,0.754,827.143,830.125,0.454,1.934,,,,,,,313.03,312.83,,24.18,,,1.73,"2,015.83",241.16,614.33,-0.56,1.43,0.67,0.54,0.63,0.63,0.68,0.13,0.24,0.5,5.07,4.3,0.9,0.31,0.76,15.28,0.82,0.96,0.82,0.83,0.99,0.17,4.03,3.68,1.78,2.93,2.65,4.26,0.23,0.58,1.5,42.32,22.8,23.03,7.5,10.29,-0.7,2.22,0.94,0.82,0.88,0.89,0.95,0.25,0.52,0.79,7.87,126.35,408.32,285.37,9.3,0.4,2.6,240.4,20.6
50,Khémisset,favorable,Orge,Barley,Bour,S1,20/11/2020,25/01/2021,Yes,Yes,20/01/2021,No,,After,5.93,104%,0.128,0.001,0.184,0.097,0.103,0.102,0.081,0.121,0.256,0.308,0.285,0.335,0.066,0.479,0.001,3.805,0.499,0.643,829.865,832.507,0.375,2.538,,,,,,,313.03,312.91,,24.18,,,1.63,"2,064.14",204.24,559.82,-0.39,1.07,0.5,0.34,0.46,0.47,0.52,0.14,0.23,0.3,3.67,3.58,0.75,0.3,0.58,12.26,0.79,0.86,0.63,0.76,0.9,0.1,2.88,2.53,1.09,1.96,2.24,2.99,0.12,0.35,0.92,27.83,22.86,22.6,8.83,11.07,-0.53,1.92,0.8,0.63,0.74,0.75,0.81,0.28,0.49,0.57,6.6,117.54,394.11,280.66,9,0.4,5.6,731.4,63.4
51,Khémisset,favorable,Blé dur,Wheat,Bour,S1,02/12/2020,25/01/2021,Yes,Yes,21/01/2021,No,,After,4.89,100%,0.151,0.001,0.31,0.225,0.126,0.136,0.164,0.202,0.276,0.316,0.281,0.326,0.055,0.208,0.001,2.237,0.253,0.304,828.439,831.259,0.199,2.846,,,,,,,,,,23.65,,,1.89,"2,051.83",256.91,660.22,-0.25,1.33,0.45,0.46,0.44,0.34,0.45,0.2,0.46,0.44,4.66,4.1,0.7,0.56,0.67,14.35,0.53,0.71,0.75,0.6,0.79,0.26,1.27,1.61,1.5,1.5,1.38,1.73,0.46,0.92,1.27,28.52,25,22.99,8.22,11.95,-0.36,2.03,0.68,0.69,0.67,0.53,0.69,0.33,0.71,0.68,7.11,125.08,402.45,275.44,8.6,0.2,0.9,77.1,80.8
52,Khémisset,favorable,Blé dur,Wheat,Bour,S1,25/11/2020,25/01/2021,Yes,No,,No,,No N topDress ,3.89,98%,0.145,0.002,0.136,0.073,0.112,0.103,0.072,0.112,0.317,0.383,0.349,0.41,0.095,0.877,0.001,5.822,0.628,0.757,830.768,833.297,0.479,2.721,344.88,634.35,483.79,"3,882.58","1,414.25","3,293.87",329.39,329.53,798.6,18.7,332.01,0.89,1.82,"1,844.37",279.68,548.9,-0.15,1.12,0.3,0.36,0.3,0.26,0.3,0.15,0.35,0.3,3.36,4.04,0.56,0.55,0.55,12.16,0.51,0.64,0.63,0.41,0.69,0.18,1.04,1.15,1.04,1.04,0.81,1.38,0.35,0.92,0.92,22.2,28.08,25.15,9.84,12.82,-0.31,2.09,0.57,0.66,0.57,0.47,0.61,0.29,0.67,0.61,6.3,103.27,345.91,230.62,10,0.2,1.6,146.5,70.8
53,SIDI BENNOUR,interemédiaire,Blé dur,Wheat,Bour,S1,17/11/2020,01/02/2021,Yes,Yes,31/12/2020,No,,After,4.62,100%,0.14,0.001,0.149,0.06,0.101,0.091,0.047,0.097,0.36,0.481,0.465,0.511,0.105,1.608,0.002,6.045,0.764,0.939,834.23,836.326,0.663,3.049,343.24,674.4,415.48,"4,827.42","1,478.80","3,314.29",331.44,331.55,575.05,22.1,334.23,0.97,2.75,"2,005.72",196.54,602.95,-0.27,1.49,0.39,0.41,0.39,0.26,0.41,0.13,0.23,0.31,3.27,5.07,0.63,0.32,0.55,11.11,0.63,0.63,0.66,0.41,0.76,0.13,1.27,1.32,1.15,1.15,0.75,1.5,0.23,0.35,0.92,19.44,27.88,25.63,8.73,10.36,-0.44,2.54,0.63,0.67,0.62,0.45,0.67,0.23,0.4,0.52,5.57,82.2,251.77,151.47,8.3,0.3,0.9,141.5,40.3
54,SIDI BENNOUR,interemédiaire,Blé tendre,Wheat,Bour,S1,14/11/2020,01/02/2021,Yes,Yes,03/01/2021,No,,After,4.88,99%,0.148,0.001,0.176,0.076,0.103,0.095,0.054,0.107,0.342,0.424,0.401,0.456,0.095,1.185,0.002,5.075,0.687,0.878,830.813,833.336,0.582,2.731,,,,,,,,,,24.55,,,3.03,"2,136.93",250.59,640.44,-0.24,1.52,0.33,0.4,0.33,0.2,0.35,0.11,0.24,0.31,3.2,5.44,0.56,0.37,0.54,11.5,0.56,0.56,0.69,0.41,0.75,0.18,1.04,1.15,1.21,1.15,0.81,1.38,0.35,0.58,0.92,20.24,30.98,25.79,9.12,10.41,-0.37,2.5,0.56,0.63,0.56,0.33,0.58,0.21,0.4,0.54,5.28,71.2,243.14,150.29,8.1,0.2,0.8,123.1,39.9
55,SIDI BENNOUR,interemédiaire,Blé tendre,Wheat,Bour,S1,10/11/2020,01/02/2021,Yes,Yes,02/01/2021,No,,After,4.7,102%,0.144,0.001,0.176,0.086,0.103,0.092,0.053,0.1,0.327,0.431,0.403,0.452,0.096,1.231,0.002,5.463,0.715,0.884,833.749,835.906,0.586,2.86,486.17,693.58,532.73,"4,996.29","1,826.73","3,300.50",330.02,329.76,770.07,22.1,332.68,0.93,2.52,"2,155.91",200.1,586.27,-0.28,1.7,0.41,0.47,0.43,0.36,0.44,0.16,0.28,0.41,3.95,5.01,0.61,0.32,0.55,11.65,0.52,0.61,0.7,0.45,0.68,0.16,1.38,1.32,1.27,1.21,0.86,1.61,0.23,0.35,1.04,21.16,27.37,24.94,9.71,11.3,-0.43,2.7,0.67,0.72,0.67,0.54,0.7,0.27,0.49,0.64,6.29,78.07,267.5,168.93,7.9,0.5,1.2,215.1,38.8
56,SIDI BENNOUR,interemédiaire,Blé dur,Wheat,Bour,S1,18/11/2020,01/02/2021,No,Yes,04/01/2021,No,,After,2.6,94%,0.157,0.001,0.204,0.101,0.116,0.115,0.071,0.134,0.363,0.448,0.417,0.479,0.096,1.023,0.003,4.228,0.621,0.814,830.223,832.821,0.56,2.568,396.73,730.72,434.55,"4,645.83","1,613.06","3,313.15",331.28,331.65,550.76,22.1,334.13,0.95,2.49,"2,093.35",265.19,609.38,-0.2,1.36,0.34,0.41,0.34,0.24,0.34,0.14,0.3,0.33,3.32,4.36,0.52,0.48,0.49,10.67,0.52,0.53,0.62,0.36,0.66,0.14,0.81,0.86,1.04,0.81,0.63,1.04,0.23,0.69,0.81,17.59,30.27,25.52,8.87,11.3,-0.33,2.35,0.58,0.68,0.58,0.4,0.58,0.25,0.52,0.58,5.74,85.07,281.31,176.71,8.3,0.2,0.8,125.4,39.6
57,SIDI BENNOUR,interemédiaire,Blé tendre,Wheat,Bour,S1,12/11/2020,01/02/2021,Yes,Yes,31/12/2020,No,,After,3.44,100%,0.149,0.001,0.193,0.095,0.106,0.101,0.061,0.119,0.331,0.41,0.396,0.439,0.106,0.972,0.003,4.221,0.633,0.843,830.224,832.821,0.56,2.708,420.33,704.03,559.82,"4,196.49","1,710.06","3,331.55",333.16,333.04,791.07,24.55,336.55,0.88,2.91,"2,082.88",270.83,568.1,-0.14,1.37,0.25,0.32,0.25,0.17,0.27,0.13,0.23,0.24,2.67,4.24,0.37,0.3,0.33,8.29,0.26,0.37,0.47,0.3,0.41,0.15,0.35,0.58,0.69,0.58,0.52,0.58,0.23,0.35,0.58,12.42,32.68,26.88,7.58,11.07,-0.24,2.29,0.43,0.52,0.43,0.29,0.45,0.21,0.38,0.41,4.48,58.33,224.78,148.72,8.1,0.2,0.7,120.8,37.3
58,SIDI BENNOUR,interemédiaire,Orge,Barley,Bour,S1,18/11/2020,01/02/2021,No,Yes,31/12/2020,No,,After,2.81,97%,0.149,0.001,0.179,0.082,0.107,0.104,0.059,0.118,0.344,0.426,0.409,0.457,0.094,1.069,0.003,4.407,0.651,0.86,830.347,832.928,0.579,2.571,309.36,667.81,390.79,"4,718.31","1,475.45","3,294.83",329.5,329.9,534.02,22.1,331.94,0.97,2.68,"2,142.11",208.96,570.06,-0.34,2,0.48,0.45,0.45,0.43,0.48,0.14,0.33,0.44,4.27,6,0.67,0.52,0.66,12.78,0.47,0.67,0.67,0.56,0.68,0.21,1.27,1.21,1.15,1.21,1.38,1.61,0.35,0.81,1.15,24.15,27.78,25.36,9.33,12.13,-0.48,3.16,0.75,0.7,0.7,0.64,0.75,0.27,0.54,0.66,6.73,66.54,244.94,163.63,8.7,0.3,1.6,102.4,35.8
60,SIDI BENNOUR,interemédiaire,Orge,Barley,Bour,S1,12/11/2020,01/02/2021,No,Yes,31/12/2020,No,,After,2.69,92%,0.156,0.001,0.267,0.154,0.122,0.12,0.096,0.146,0.351,0.427,0.405,0.455,0.108,0.795,0.002,4.656,0.563,0.71,830.883,833.398,0.496,3.077,532.45,878.6,706.1,"4,337.80","2,431.10","3,331.55",333.16,333.03,"1,196.00",21.76,336.74,0.83,3.64,"1,976.27",266.46,648.95,-0.31,1.52,0.35,0.33,0.29,0.22,0.42,0.11,0.17,0.26,2.72,4.8,0.47,0.18,0.4,8.56,0.51,0.47,0.6,0.3,0.58,0.07,0.81,0.86,0.92,0.81,0.46,0.92,0.12,0.35,0.69,13.69,32.61,28.28,8.9,9.88,-0.45,2.61,0.58,0.58,0.53,0.35,0.65,0.2,0.28,0.42,4.65,53.69,205.17,134.1,9.1,0.4,1.7,111.3,37.3
61,SIDI BENNOUR,interemédiaire,Blé tendre,Wheat,Bour,S1,20/11/2020,01/02/2021,Yes,Yes,01/01/2021,No,,After,2.24,94%,0.145,0.001,0.177,0.077,0.102,0.089,0.047,0.089,0.325,0.433,0.413,0.46,0.113,1.409,0.002,6.498,0.758,0.914,834.476,836.541,0.61,2.851,,,,,,,,,,23.07,,,2.91,"2,406.72",240.12,655.62,-0.52,2.2,0.58,0.51,0.58,0.63,0.64,0.13,0.33,0.49,4.95,6.57,0.83,0.31,0.79,14.78,0.9,0.83,0.83,0.85,1.02,0.13,4.37,2.47,1.78,2.42,2.7,4.6,0.23,0.58,1.73,37.38,25.85,26.12,8.87,11.3,-0.59,3.67,0.88,0.89,0.88,0.88,0.89,0.31,0.63,0.85,8.25,63,258.78,178.35,9.3,0.5,2.6,322,55.8
62,SIDI BENNOUR,interemédiaire,Orge,Barley,Bour,S1,11/11/2020,01/02/2021,No,Yes,02/01/2021,No,,After,2.85,99%,0.142,0.001,0.148,0.058,0.105,0.093,0.044,0.093,0.362,0.488,0.465,0.511,0.101,1.729,0.002,6.421,0.783,0.949,834.653,836.696,0.669,2.756,297.85,635.95,325.45,"5,560.72","1,516.85","3,313.15",331.28,330.97,495.47,22.1,334.04,1.02,2.3,"1,908.20",250.24,563.38,-0.61,2.17,0.65,0.51,0.65,0.73,0.75,0.13,0.29,0.57,5.32,6.73,0.94,0.46,0.83,16.5,0.86,0.97,0.91,0.91,1.04,0.17,4.37,3.85,2.36,3.16,3.57,4.72,0.35,0.81,1.84,49.22,25.79,24.51,9.45,12.48,-0.69,3.36,0.94,0.88,0.92,0.9,0.95,0.26,0.54,0.88,8.23,78.13,281.78,181.1,9.8,0.2,2.6,239.2,24.8
63,SIDI BENNOUR,interemédiaire,Orge,Barley,Bour,S1,29/12/2020,10/02/2021,No,Yes,01/01/2021,No,,After,4.16,93%,0.158,0.001,0.17,0.07,0.116,0.104,0.055,0.104,0.36,0.474,0.434,0.5,0.104,1.45,0.002,6.007,0.736,0.891,833.878,836.018,0.614,2.54,323.15,645.15,379.5,"4,182.55","1,541.58","3,312.58",331.26,331.27,629.05,23.07,334.11,0.96,2.53,"2,337.03",281.87,673.67,-0.5,1.36,0.38,0.39,0.45,0.63,0.63,0.13,0.14,0.29,3.63,5.11,0.86,0.29,0.67,13.6,0.89,0.89,0.75,0.9,0.95,0.07,4.03,2.59,1.44,2.3,3.22,4.14,0.12,0.35,1.27,34.73,24.84,25.75,9.74,11.12,-0.65,2.61,0.74,0.69,0.79,0.9,0.91,0.26,0.55,0.59,6.96,69.02,306.44,216.84,9.3,0.5,0.5,136.9,15
64,SIDI BENNOUR,interemédiaire,Blé tendre,Wheat,Bour,S1,10/11/2020,01/02/2021,Yes,Yes,04/01/2021,No,,After,3.01,96%,0.147,0.001,0.185,0.077,0.107,0.098,0.049,0.1,0.394,0.552,0.518,0.584,0.1,1.989,0.002,6.733,0.799,0.95,836.487,838.301,0.707,3.08,405.52,766.02,519.35,"4,328.43","1,714.00","3,279.10",327.93,327.83,743.64,13.6,330.09,0.9,2.14,"2,233.30",189.17,558.33,-0.42,1.6,0.52,0.53,0.51,0.47,0.54,0.12,0.15,0.5,4.17,4.52,0.7,0.33,0.6,11.78,0.69,0.73,0.72,0.64,0.81,0.12,1.5,1.44,1.21,1.27,1.27,1.61,0.12,0.35,0.92,19.67,24.87,24.71,9.72,12.94,-0.65,2.82,0.87,0.91,0.87,0.75,0.9,0.25,0.37,0.82,7.35,77.97,299.41,201.45,9.2,0.5,2.8,200.1,52
65,SIDI BENNOUR,interemédiaire,Blé dur,Wheat,Bour,S1,13/11/2020,01/02/2021,Yes,Yes,01/01/2021,No,,After,2.89,96%,0.176,0.002,0.19,0.085,0.114,0.111,0.063,0.129,0.355,0.432,0.393,0.469,0.113,1.017,0.004,3.928,0.621,0.834,829.036,831.781,0.553,2.296,398.86,678.4,397.9,"3,986.72","1,289.81","3,272.34",327.26,327.41,564.5,13.6,329.23,0.94,2.5,"2,190.87",222.52,623.76,-0.27,1.6,0.4,0.47,0.4,0.38,0.42,0.15,0.33,0.38,3.99,4.72,0.59,0.36,0.58,11.79,0.49,0.59,0.68,0.47,0.67,0.17,0.92,1.21,1.15,1.15,0.86,1.27,0.35,0.46,1.15,21.05,27.05,23.79,10.74,12.41,-0.41,2.68,0.68,0.76,0.68,0.57,0.69,0.28,0.58,0.62,6.68,69.03,287.19,199.39,9.4,0.4,3.2,211.6,54.6
66,Khémisset,favorable,Blé tendre,Wheat,Bour,S1,10/11/2020,27/01/2021,Yes,Yes,12/01/2021,No,,After,4.17,97%,0.133,0.001,0.132,0.056,0.097,0.085,0.053,0.089,0.226,0.287,0.27,0.311,0.062,0.594,0.001,4.329,0.605,0.775,832.092,834.456,0.418,2.272,297.85,460,388.7,"3,235.53","1,188.53","3,306.25",330.65,330.95,416.88,25.57,333.54,0.9,1.73,"2,143.83",222.87,546.25,-0.44,1.5,0.57,0.59,0.52,0.47,0.61,0.17,0.31,0.46,4.75,4.32,0.82,0.3,0.68,13.66,0.97,0.91,0.79,0.67,1.08,0.12,7.71,2.99,1.67,2.24,1.73,7.94,0.23,0.35,1.27,36.92,22.32,22.92,9.61,12.87,-0.57,2.38,0.84,0.84,0.8,0.7,0.86,0.28,0.59,0.76,7.52,115.97,363.45,236.59,9,0.1,3,225.4,59.7
